"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize"
"Ernest Miller Hemingway","Ernest Hemingway","NULL","1899-07-21","1899-01-01T00:00:00+02:00","{Oak Park Illinois|United States}","1961-07-02","{Ketchum Idaho|United States}","NULL","NULL","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Artist|PersonWithOccupation|Writer|TorontoStarPeople|WritersFromChicagoIllinois|WritersWhoCommittedSuicide|Absentee109757653|Acquirer109764201|AmericanEssayists|AmericanExpatriatesInCanada|AmericanExpatriatesInCuba|AmericanExpatriatesInFrance|AmericanExpatriatesInItaly|AmericanExpatriatesInSpain|AmericanHunters|AmericanJournalists|AmericanNobelLaureates|AmericanNovelists|AmericanPeopleOfEnglishDescent|AmericanPeopleOfTheSpanishCivilWar|AmericanShortStoryWriters|AmericanSocialists|AmericanTravelWriters|AmericanWarCorrespondents|BancarellaPrizeWinners|CausalAgent100007347|Communicator109610660|Convert109962414|Essayist110064405|Exile110071332|Gambler110118844|Honoree110183757|Hunter110193026|Journalist110224578|Laureate110249011|Leader109623038|LivingThing100004258|Novelist110363573|Object100002684|Organism100004475|Person100007846|Politician110450303|PrizeWinner109627807|Recipient109627906|SkilledWorker110605985|Socialist110618848|Survivor110681194|Traveler109629752|Unfortunate109630641|WarCorrespondent110766718|Whole100003553|Worker109632518|Writer110794014|YagoLegalActorGeo|ConvertsToRomanCatholicism|Correspondent109966710|PhysicalEntity100001930|SurvivorsOfAviationAccidentsOrIncidents|Winner110782791|NobelLaureatesInLiterature|OperationOverlordPeople|PeopleFromOakParkIllinois|YagoLegalActor}","Nobel Prize in Literature"
"NULL","Yasunari Kawabata","NULL","1899-06-14","1899-01-01T00:00:00+02:00","{Japan|Osaka}","1972-04-16","{Japan|Zushi Kanagawa|Kamakura Kanagawa}","Japanese people","Japan","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Artist|PersonWithOccupation|Writer|JapaneseNobelLaureates|JapaneseNovelists|JapaneseShortStoryWriters|MagicRealismWriters|WritersFromOsaka|WritersWhoCommittedSuicide|Acquirer109764201|CausalAgent100007347|Communicator109610660|Honoree110183757|Laureate110249011|LivingThing100004258|Novelist110363573|Object100002684|Organism100004475|Person100007846|Recipient109627906|Whole100003553|Writer110794014|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInLiterature|YagoLegalActor}","Nobel Prize in Literature"
"NULL","Friedrich Hayek","{Presidential Medal of Freedom|Nobel Memorial Prize in Economic Sciences}","1899-05-08","1899-01-01T00:00:00+02:00","{Austria-Hungary|Vienna}","1992-03-23","{Germany|Freiburg im Breisgau}","NULL","United Kingdom","NULL","{University of Vienna|Doctor of law|Doctorate}","{Economics|Political science|Psychology|Philosophy|Law}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HeterodoxEconomists|HistoriansOfEconomicThought|LibertarianEconomists|LibertarianHistorians|20th-centuryAustrianPeople|20th-centuryPhilosophers|Academician109759069|AcademicsOfTheLondonSchoolOfEconomics|Acquirer109764201|Adult109605289|Advocate109774783|AustrianEconomists|AustrianLibertarians|AustrianNobelLaureates|AustrianPeopleOfMoravian-GermanDescent|AustrianPhilosophers|AustrianSchoolEconomists|BritishEconomists|BritishLibertarians|BritishNobelLaureates|CausalAgent100007347|Citizen109923673|Economist110043643|Educator110045713|Historian110177150|Honoree110183757|Intellectual109621545|Laureate110249011|Liberal110256756|Libertarian110257524|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Philosopher110423589|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|ClassicalLiberals|National109625401|PhysicalEntity100001930|NaturalisedCitizensOfTheUnitedKingdom|NobelLaureatesInEconomics|PeopleAssociatedWithTheLondonSchoolOfEconomics|PeopleFromVienna|PhilosophersOfLaw|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"NULL","Fritz Albert Lipmann","Nobel Prize in Physiology or Medicine","1899-06-12","1899-01-01T00:00:00+02:00","{Germany|Königsberg}","1986-07-24","Poughkeepsie New York","NULL","NULL","NULL","{Humboldt University of Berlin|University of Königsberg|Kaiser Wilhelm Society|Ludwig Maximilian University of Munich}","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanEmigrantsToTheUnitedStates|GermanNobelLaureates|JewishAmericanScientists|Acquirer109764201|AmericanBiochemists|AmericanNobelLaureates|AmericanPeopleOfGerman-JewishDescent|Biochemist109854915|CausalAgent100007347|Chemist109913824|Emigrant110051975|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|Migrant110314952|PhysicalEntity100001930|RockefellerUniversityPeople|NobelLaureatesInPhysiologyOrMedicine|PeopleFromEastPrussia|PeopleFromK%C3%B6nigsberg|PeopleFromKaliningrad|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Georg von Békésy","Nobel Prize in Physiology or Medicine","1899-06-03","1899-01-01T00:00:00+02:00","{Hungary|Budapest}","1972-06-13","{Hawaii|Honolulu|United States}","NULL","Hungary","NULL","NULL","Biophysics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HungarianNeuroscientists|HungarianNobelLaureates|HungarianPhysicists|HungarianScientists|Acquirer109764201|AustrianPeopleOfHungarianDescent|Biologist109855630|Biophysicist109856267|Biophysicists|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Neuroscientist110354580|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Neurobiologist110353928|NobelLaureatesInPhysiologyOrMedicine|PeopleFromBudapest|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Paul Hermann Müller","Nobel Prize in Physiology or Medicine","1899-01-12","1899-01-01T00:00:00+02:00","{Switzerland|Olten|Solothurn}","1965-10-12","{Basel|Switzerland}","NULL","Switzerland","NULL","University of Basel","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Acquirer109764201|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|SwissChemists|SwissNobelLaureates|NobelLaureatesInPhysiologyOrMedicine|PeopleFromTheCantonOfSolothurn|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Miguel Ángel Asturias","NULL","1899-10-19","1899-01-01T00:00:00+02:00","Guatemala City","1974-06-09","Madrid","NULL","Guatemala","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Artist|PersonWithOccupation|Writer|GuatemalanDiplomats|GuatemalanNobelLaureates|GuatemalanNovelists|GuatemalanPoets|GuatemalanShortStoryWriters|MagicRealismWriters|UniversidadDeSanCarlosDeGuatemalaAlumni|Acquirer109764201|Alumnus109786338|Ambassador109787534|AmbassadorsOfGuatemala|CausalAgent100007347|Communicator109610660|Diplomat110013927|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Novelist110363573|Object100002684|Official110372373|Organism100004475|Person100007846|Poet110444194|Recipient109627906|Scholar110557854|SkilledWorker110605985|Whole100003553|Worker109632518|Writer110794014|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInLiterature|PeopleFromGuatemalaCity|YagoLegalActor}","Nobel Prize in Literature"
"NULL","John Hasbrouck Van Vleck","Royal Society","1899-03-13","1899-01-01T00:00:00+02:00","Middletown Connecticut","1980-10-27","Cambridge Massachusetts","NULL","United States","NULL","{Harvard University|University of Wisconsin–Madison}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GuggenheimFellows|WesleyanUniversityPeople|Acquirer109764201|AmericanNobelLaureates|AmericanPeopleOfDutchDescent|AmericanPhysicists|Associate109816771|CausalAgent100007347|Colleague109935990|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfBalliolCollegeOxford|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromMadisonWisconsin|PeopleFromMiddletownConnecticut|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Albert Claude","{Louisa Gross Horwitz Prize|Nobel Prize in Physiology or Medicine|Paul Ehrlich and Ludwig Darmstaedter Prize}","1899-08-24","1899-01-01T00:00:00+02:00","Neufchâteau Belgium","1983-05-22","{Belgium|Brussels}","{Belgium|United States nationality law}","Belgium","NULL","University of Liège","Cell biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Academician109759069|Acquirer109764201|Adult109605289|AmericanPeopleOfBelgianDescent|BelgianAcademics|BelgianBiologists|BelgianNobelLaureates|BelgianScientists|Biologist109855630|CausalAgent100007347|Educator110045713|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Bertil Ohlin","NULL","1899-04-23","1899-01-01T00:00:00+02:00","{Skåne County|Klippan Scania}","1979-08-03","{Åre Municipality|Jämtland County|V%C3%A5l%C3%A5dalen}","NULL","Sweden","NULL","{Lund University|Stockholm University|Harvard University}","NULL","{agent|office holder|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardUniversityAlumni|LiberalPeople'sParty(Sweden)Politicians|LundUniversityAlumni|TradeEconomists|Acquirer109764201|Alumnus109786338|CausalAgent100007347|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|Leader109623038|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Politician110451263|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|StockholmUniversityAlumni|SwedishEconomists|SwedishNobelLaureates|SwedishPartyLeaders|NobelLaureatesInEconomics|PeopleFromKlippanMunicipality|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"NULL","Frank Macfarlane Burnet","Nobel Prize in Physiology or Medicine","1899-09-03","1899-01-01T00:00:00+02:00","Traralgon","1985-08-31","Port Fairy","NULL","Australia","NULL","NULL","Virology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|KnightsOfTheOrderOfAustralia|MedicalDoctorsFromMelbourne|Acquirer109764201|Adult109605289|Agnostic109779124|AlumniOfTheUniversityOfLondon|Alumnus109786338|Aristocrat109807754|Associate109816771|AustralianAgnostics|AustralianImmunologists|AustralianKnights|AustralianMedicalResearchers|AustralianNobelLaureates|AustralianPeopleOfScottishDescent|AustralianVirologists|Biologist109855630|CausalAgent100007347|Colleague109935990|Contestant109613191|Doctor110020890|Golfer110136959|HealthProfessional110165109|Honoree110183757|Immunologist110199902|Intellectual109621545|Knight110238375|Laureate110249011|Leader109623038|LivingThing100004258|Medalist110304914|Microbiologist110313580|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Professional110480253|Recipient109627906|ResearchWorker110523076|Scholar110557854|Scientist110560637|Virologist110755394|Whole100003553|Worker109632518|YagoLegalActorGeo|FellowsOfTheAustralianAcademyOfScience|FellowsOfTheRoyalSociety|MaleAristocrat110285135|MedicalPractitioner110305802|MedicalScientist110306004|PhysicalEntity100001930|RoyalMedalWinners|NobelLaureatesInPhysiologyOrMedicine|PeopleEducatedAtTheGeelongCollege|PeopleFromTheCityOfLatrobe|PhageWorkers|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Max Theiler","Nobel Prize in Physiology or Medicine","1899-01-30","1899-01-01T00:00:00+02:00","{Pretoria|South African Republic|South Africa}","1972-08-11","{New Haven Connecticut|United States}","NULL","South Africa","NULL","NULL","Virology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|WhiteSouthAfricanPeople|Academician109759069|Acquirer109764201|Adult109605289|AlumniOfKing'sCollegeLondon|Alumnus109786338|AmericanNobelLaureates|AmericanVirologists|Biologist109855630|CausalAgent100007347|Educator110045713|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Microbiologist110313580|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Traveler109629752|Virologist110755394|Whole100003553|YagoLegalActorGeo|Migrant110314952|PhysicalEntity100001930|RhodesUniversityAcademics|RhodesUniversityAlumni|SouthAfricanEmigrantsToTheUnitedStates|SouthAfricanNobelLaureates|SouthAfricanScientists|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Hans Adolf Krebs","Nobel Prize in Physiology or Medicine","1900-08-25","1900-01-01T00:00:00+02:00","{Germany|Hildesheim}","1981-11-22","{England|Oxford}","NULL","Germany","NULL","{Humboldt University of Berlin|University of Freiburg|University of Göttingen|University of Hamburg}","{Biochemistry|Internal medicine}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|GermanEmigrantsToTheUnitedKingdom|GermanNobelLaureates|JewishScientists|Academician109759069|AcademicsOfTheUniversityOfCambridge|AcademicsOfTheUniversityOfSheffield|Acquirer109764201|Adult109605289|Associate109816771|Biochemist109854915|BritishBiochemists|BritishNobelLaureates|BritishPeopleOfGermanDescent|CausalAgent100007347|Chemist109913824|Citizen109923673|Colleague109935990|Contestant109613191|Educator110045713|Emigrant110051975|Golfer110136959|Honoree110183757|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Professional110480253|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|FellowsOfGirtonCollegeCambridge|FellowsOfTheRoyalSociety|Migrant110314952|National109625401|PhysicalEntity100001930|RoyalMedalWinners|NaturalisedCitizensOfTheUnitedKingdom|NobelLaureatesInPhysiologyOrMedicine|PeopleFromHildesheim|PeopleFromTheProvinceOfHanover|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"Wolfgang Ernst Pauli","Wolfgang Pauli","{Max Planck Medal|Matteucci Medal|Lorentz Medal}","1900-04-25","1900-01-01T00:00:00+02:00","{Austria-Hungary|Vienna}","1958-12-15","{Switzerland|Zürich}","Switzerland","Austria","NULL","Ludwig Maximilian University of Munich","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|TheoreticalPhysicists|Absentee109757653|Acquirer109764201|AmericanPeopleOfAustrian-JewishDescent|AustrianEmigrantsToTheUnitedStates|AustrianNobelLaureates|AustrianPeopleOfJewishDescent|AustrianPhysicists|AustrianRefugees|CausalAgent100007347|Citizen109923673|Emigrant110051975|Exile110071332|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Refugee110516016|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|Migrant110314952|National109625401|PhysicalEntity100001930|QuantumPhysicists|SwissPeopleOfAustrianDescent|SwissPhysicists|NaturalisedCitizensOfSwitzerland|NaturalizedCitizensOfTheUnitedStates|NobelLaureatesInPhysics|PeopleFromVienna|PeopleWhoEmigratedToEscapeNazism|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Dennis Gabor","{Nobel Prize in Physics|IEEE Medal of Honor}","1900-06-05","1900-01-01T00:00:00+02:00","{Austria-Hungary|Budapest|Kingdom of Hungary}","1979-02-08","{England|London|United Kingdom}","{Hungarians|British people}","NULL","NULL","{Technical University of Berlin|Budapest University of Technology and Economics}","Electrical engineering","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HungarianElectricalEngineers|HungarianEmigrantsToTheUnitedKingdom|HungarianInventors|HungarianNobelLaureates|HungarianPhysicists|HungarianRefugees|HungarianScientists|JewishInventors|JewishRefugees|JewishScientists|Absentee109757653|Academician109759069|AcademicsOfImperialCollegeLondon|Acquirer109764201|Adult109605289|Associate109816771|BritishNobelLaureates|BritishPeopleOfHungarianDescent|CausalAgent100007347|Colleague109935990|CommandingOfficer109941964|Creator109614315|Educator110045713|ElectricalEngineer110049017|Emigrant110051975|Engineer109615807|Exile110071332|Honoree110183757|Inventor110214637|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Professional110480253|Recipient109627906|Refugee110516016|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Traveler109629752|Whole100003553|Worker109632518|YagoLegalActorGeo|CommandersOfTheOrderOfTheBritishEmpire|FellowsOfTheRoyalSociety|Migrant110314952|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromPestHungary|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Ragnar Granit","Nobel Prize in Physiology or Medicine","1900-10-30","1900-01-01T00:00:00+02:00","{Helsinki|Grand Duchy of Finland|Riihimäki|Russian Empire}","1991-03-12","{Stockholm|Sweden}","NULL","NULL","NULL","NULL","Physiology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Acquirer109764201|Adult109605289|Biologist109855630|CausalAgent100007347|Doctor110020890|HealthProfessional110165109|Honoree110183757|Laureate110249011|LivingThing100004258|Neuroscientist110354580|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|FinnishNobelLaureates|FinnishPhysicians|MedicalPractitioner110305802|PhysicalEntity100001930|SwedishNobelLaureates|SwedishPhysicians|Neurobiologist110353928|Neuroscientists|NobelLaureatesInPhysiologyOrMedicine|PeopleFromVantaa|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
