"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_labeldeathDate","deathPlace_label","citizenship_label","nationality_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label"
"Richard Phillips Feynman","Richard Feynman","{Albert Einstein Award|Oersted Medal|Nobel Prize in Physics}","1918-05-11","1918-01-01T00:00:00+02:00","NULL","Los Angeles","NULL","NULL","{Massachusetts Institute of Technology|Princeton University}","Theoretical physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|JewishAmericanScientists|JewishAtheists|JewishPhysicists|ManhattanProjectPeople|TheoreticalPhysicists|WeaponsScientistsAndEngineers|Acquirer109764201|Alumnus109786338|AmericanAtheists|AmericanNobelLaureates|AmericanPhysicists|Associate109816771|Atheist109820044|BongoPlayers|CausalAgent100007347|Colleague109935990|Contestant109613191|Disbeliever110015897|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|NonreligiousPerson109625789|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Player110439851|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ExperimentalPhysicists|FarRockawayHighSchoolAlumni|PhysicalEntity100001930|PrincetonUniversityAlumni|PutnamFellows|QuantumPhysicists|NobelLaureatesInPhysics|ParticlePhysicists|PeopleFromFarRockawayQueens|PeopleWithSynesthesia|YagoLegalActor}"
"Gertrude Belle Elion","Gertrude B. Elion","{Nobel Prize in Physiology or Medicine|Lemelson–MIT Prize|National Inventors Hall of Fame|National Medal of Science|Garvan–Olin Medal}","1918-01-23","1918-01-01T00:00:00+02:00","NULL","Chapel Hill North Carolina","United States","NULL","Hunter College","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HunterCollegeAlumni|JewishAmericanScientists|JewishInventors|WomenNobelLaureates|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanBiochemists|AmericanBiologists|AmericanNobelLaureates|AmericanPharmacologists|Biochemist109854915|Biologist109855630|CausalAgent100007347|Chemist109913824|Creator109614315|HealthProfessional110165109|Honoree110183757|Intellectual109621545|Inventor110214637|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Pharmacist110421470|Pharmacologist110421753|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NewYorkUniversityAlumni|NobelLaureatesInPhysiologyOrMedicine|PeopleFromNewYorkCity|YagoLegalActor}"
"NULL","Bertram Brockhouse","Nobel Prize in Physics","1918-07-15","1918-01-01T00:00:00+02:00","NULL","Hamilton Ontario","NULL","Canada","NULL","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|Acquirer109764201|Associate109816771|CanadianNobelLaureates|CanadianNuclearPhysicists|CanadianPhysicists|CausalAgent100007347|Colleague109935990|Friend110112591|Honoree110183757|Laureate110249011|LivingThing100004258|NuclearPhysicist110364643|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|Companion109945905|CompanionsOfTheOrderOfCanada|FellowsOfTheRoyalSociety|FellowsOfTheRoyalSocietyOfCanada|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromHamiltonOntario|PeopleFromLethbridge|YagoLegalActor}"
"NULL","Jens Christian Skou","Nobel Prize in Chemistry","1918-10-08","1918-01-01T00:00:00+02:00","NULL","NULL","NULL","Denmark","NULL","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|Acquirer109764201|Biologist109855630|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physiologist110429965|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|DanishChemists|DanishNobelLaureates|DanishPhysiologists|PhysicalEntity100001930|NobelLaureatesInChemistry|YagoLegalActor}"
"Jerome Karfunkle","Jerome Karle","Nobel Prize in Chemistry","1918-06-18","1918-01-01T00:00:00+02:00","NULL","Annandale Virginia","NULL","NULL","{Harvard University|University of Michigan|City College of New York}","Physical chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardUniversityAlumni|JewishScientists|LivingPeople|AbrahamLincolnHighSchool(BrooklynNewYork)Alumni|Acquirer109764201|Alumnus109786338|AmericanChemists|AmericanNobelLaureates|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromNewYorkCity|PhysicalChemists|YagoLegalActor}"
"NULL","Martin Ryle","{Hughes Medal|Henry Draper Medal|Nobel Prize in Physics|Bruce Medal|Gold Medal of the Royal Astronomical Society|Royal Medal}","1918-09-27","1918-01-01T00:00:00+02:00","NULL","{England|Cambridge}","NULL","United Kingdom","NULL","Astronomy","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|20th-centuryAstronomers|Acquirer109764201|AlumniOfChristChurchOxford|AlumniOfTrinityCollegeCambridge|Alumnus109786338|Associate109816771|Astronomer109818343|BritishNobelLaureates|CausalAgent100007347|Colleague109935990|Communicator109610660|Contestant109613191|Golfer110136959|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Player110439851|Presenter110466387|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|EnglishAstronomers|EnglishPhysicists|FellowsOfTheRoyalSociety|PhysicalEntity100001930|PresentersOfTheRoyalInstitutionChristmasLectures|RoyalMedalWinners|NobelLaureatesInPhysics|PeopleEducatedAtBradfieldCollege|PeopleFromBrighton|YagoLegalActor}"
"NULL","Kenichi Fukui","{Nobel Prize in Chemistry|Order of the Rising Sun|Order of Culture}","1918-10-04","1918-01-01T00:00:00+02:00","NULL","{Japan|Kyoto}","Japan","Japan","NULL","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|JapaneseNobelLaureates|KyotoUniversityAlumni|TheoreticalChemists|Acquirer109764201|Alumnus109786338|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromNaraNara|YagoLegalActor}"
"Godfrey Newbold Hounsfield","Godfrey Hounsfield","Nobel Prize in Physiology or Medicine","1919-08-28","1919-01-01T00:00:00+02:00","NULL","{Kingston upon Thames|Surrey}","NULL","England","NULL","Electrical engineering","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Acquirer109764201|Associate109816771|Biophysicist109856267|Biophysicists|BritishElectricalEngineers|BritishNobelLaureates|CausalAgent100007347|Colleague109935990|CommandingOfficer109941964|ElectricalEngineer110049017|Engineer109615807|Honoree110183757|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Peer109626238|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|CommandersOfTheOrderOfTheBritishEmpire|ElectronicsEngineers|FellowsOfTheRoyalSociety|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleEducatedAtMagnusChurchOfEnglandSchool|PeopleFromNottinghamshire|YagoLegalActor}"
"NULL","Donald J. Cram","{Nobel Prize in Chemistry|National Medal of Science|Guggenheim Fellowship}","1919-04-22","1919-01-01T00:00:00+02:00","NULL","NULL","NULL","United States","{University of Nebraska–Lincoln|Rollins College|Harvard University}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|HarvardUniversityAlumni|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AmericanPeopleOfScottishDescent|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|RollinsCollegeAlumni|NobelLaureatesInChemistry|OrganicChemists|PeopleFromWindsorCountyVermont|YagoLegalActor}"
"NULL","James M. Buchanan","Nobel Memorial Prize in Economic Sciences","1919-10-03","1919-01-01T00:00:00+02:00","NULL","Blacksburg Virginia","NULL","United States","{Middle Tennessee State University|University of Chicago|University of Tennessee}","Public choice","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LibertarianEconomists|LibertarianTheorists|LivingPeople|MiddleTennesseeStateUniversityAlumni|Acquirer109764201|Advocate109774783|Alumnus109786338|AmericanEconomists|AmericanLibertarians|AmericanNobelLaureates|AmericanPeopleOfScottishDescent|AmericanPoliticalTheorists|AustrianSchoolEconomists|CausalAgent100007347|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|Libertarian110257524|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Theorist110706812|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInEconomics|PeopleFromMurfreesboroTennessee|YagoLegalActor}"
"Joseph Edward Murray","Joseph Murray","Nobel Prize in Physiology or Medicine","1919-04-01","1919-01-01T00:00:00+02:00","NULL","{Boston|Massachusetts|United States}","NULL","United States","{Harvard Medical School|College of the Holy Cross}","{Plastic surgery|Organ transplantation|Reconstructive surgery}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardMedicalSchoolAlumni|LivingPeople|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanNobelLaureates|AmericanSurgeons|CausalAgent100007347|Doctor110020890|HealthProfessional110165109|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Surgeon110679174|Whole100003553|YagoLegalActorGeo|MedicalPractitioner110305802|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromMilfordMassachusetts|YagoLegalActor}"
"NULL","William Lipscomb","Nobel Prize in Chemistry","1919-12-09","1919-01-01T00:00:00+02:00","NULL","Cambridge Massachusetts","NULL","United States nationality law","{California Institute of Technology|University of Kentucky}","{Biochemistry|Boron|Theoretical chemistry|Nuclear magnetic resonance}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GuggenheimFellows|InorganicChemists|KentuckyColonels|Acquirer109764201|AmericanChemists|AmericanNobelLaureates|Associate109816771|CausalAgent100007347|Chemist109913824|Colleague109935990|Colonel109937250|CommissionedMilitaryOfficer109943239|Honoree110183757|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|CommissionedOfficer109942970|FellowsOfTheAmericanAcademyOfArtsAndSciences|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromClevelandOhio|PeopleFromLexingtonKentucky|YagoLegalActor}"
"NULL","Peter D. Mitchell","Nobel Prize in Chemistry","1920-09-29","1920-01-01T00:00:00+02:00","NULL","{Bodmin|Cornwall|England}","NULL","United Kingdom","{University of Edinburgh|Jesus College Cambridge|University of Cambridge}","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Academician109759069|AcademicsOfTheUniversityOfEdinburgh|Acquirer109764201|Adult109605289|AlumniOfJesusCollegeCambridge|Alumnus109786338|Associate109816771|Biochemist109854915|BritishBiochemists|BritishNobelLaureates|CausalAgent100007347|Chemist109913824|Colleague109935990|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|EnglishBiochemists|FellowsOfTheRoyalSociety|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleEducatedAtQueen'sCollegeTaunton|PeopleFromMitcham|YagoLegalActor}"
"NULL","Lawrence Klein","{John Bates Clark Medal|Nobel Memorial Prize in Economic Sciences}","1920-09-14","1920-01-01T00:00:00+02:00","NULL","Gladwyne Pennsylvania","NULL","United States","{Massachusetts Institute of Technology|University of California Berkeley}","{Econometrics|Macroeconomics}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|LosAngelesCityCollegeAlumni|Macroeconomist110279392|Macroeconomists|TimeSeriesEconometricians|Acquirer109764201|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|Associate109816771|CausalAgent100007347|Colleague109935990|Econometrician110043491|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|Econometricians|FellowsOfTheEconometricSociety|PhysicalEntity100001930|Neo-KeynesianEconomists|NobelLaureatesInEconomics|PeopleFromOmahaNebraska|YagoLegalActor}"
"NULL","Douglass North","Nobel Memorial Prize in Economic Sciences","1920-11-05","1920-01-01T00:00:00+02:00","NULL","NULL","NULL","United States","University of California Berkeley","Economic history","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|InstitutionalEconomists|LivingPeople|Academician109759069|AcademicsOfTheUniversityOfCambridge|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|AmericanSailors|CausalAgent100007347|Economist110043643|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Sailor110546633|Scholar110557854|Scientist110560637|SkilledWorker110605985|SocialScientist110619642|Whole100003553|Worker109632518|YagoLegalActorGeo|ChoateRosemaryHallAlumni|PhysicalEntity100001930|NobelLaureatesInEconomics|PeopleFromCambridgeMassachusetts|YagoLegalActor}"
"Edward Donnall Thomas","E. Donnall Thomas","{Nobel Prize in Physiology or Medicine|National Medal of Science}","1920-03-15","1920-01-01T00:00:00+02:00","NULL","{Seattle|Washington (state)|United States}","NULL","NULL","{Harvard Medical School|University of Texas at Austin}","Medicine","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HarvardMedicalSchoolAlumni|Hematologist110170681|Hematologists|LivingPeople|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanNobelLaureates|AmericanPhysicians|CausalAgent100007347|Doctor110020890|HealthProfessional110165109|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Specialist110632576|Whole100003553|YagoLegalActorGeo|MedicalPractitioner110305802|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}"
"NULL","Edmond H. Fischer","Nobel Prize in Physiology or Medicine","1920-04-06","1920-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Absentee109757653|Acquirer109764201|AmericanBiochemists|AmericanNobelLaureates|AmericanPeopleOfAustrian-JewishDescent|Biochemist109854915|CausalAgent100007347|Chemist109913824|Exile110071332|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Traveler109629752|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|ShanghaiNobelLaureates|SwissExpatriatesInTheUnitedStates|SwissNobelLaureates|SwissPeopleOfAustrianDescent|SwissPeopleOfJewishDescent|NobelLaureatesInPhysiologyOrMedicine|YagoLegalActor}"
"NULL","John Harsanyi","{John von Neumann Award|Nobel Memorial Prize in Economic Sciences}","1920-05-29","1920-01-01T00:00:00+02:00","NULL","{Berkeley California|United States}","NULL","United States","{Stanford University|Eötvös Loránd University|University of Sydney|University of Lyon}","Economics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|GameTheorists|HungarianAtheists|HungarianEconomists|HungarianEmigrantsToAustralia|HungarianNobelLaureates|Acquirer109764201|Alumnus109786338|AmericanAtheists|AmericanNobelLaureates|AmericanPeopleOfHungarian-JewishDescent|Atheist109820044|AustralianAtheists|AustralianEmigrantsToTheUnitedStates|AustralianNobelLaureates|AustralianPeopleOfHungarianDescent|CausalAgent100007347|Disbeliever110015897|Economist110043643|Emigrant110051975|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|NonreligiousPerson109625789|Object100002684|Organism100004475|Person100007846|Philosopher110423589|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Theorist110706812|Traveler109629752|Whole100003553|YagoLegalActorGeo|Migrant110314952|PhysicalEntity100001930|StanfordUniversityAlumni|MoralPhilosophers|NobelLaureatesInEconomics|PeopleFromBudapest|YagoLegalActor}"
